status_label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
failed,3.639,82.08,3.65,7.851,0.937,1.402,1.214,7.4647,94.039,46.002,11.704,4.201,11.959,12.531,5.951,94.039,24.622,86.188
alive,16.117,40.314,8.041,5.62,0.0,-7.577,12.932,1.25,56.583,49.671,36.608,-2.421,16.269,20.176,-37.602,56.583,67.719,50.963
failed,13.547,7.467,1.264,-31.251,4.621,-32.2,4.338,141.6766,9.82,17.691,0.0,-32.515,2.353,7.305,-104.732,9.82,7.305,41.071
alive,53.1,95.296,3.772,17.912,18.191,8.766,13.642,132.6875,156.292,82.681,0.0,14.14,60.996,14.631,26.065,156.292,26.485,138.38
failed,15.515,18.647,0.333,0.566,5.463,-0.279,9.568,5.1156,29.886,17.82,0.0,0.233,11.239,12.218,-7.654,29.886,12.218,29.32
alive,9.952,34.136,0.21,-5.635,0.0,-3.37,2.804,13.0949,28.501,10.456,0.0,-5.845,-5.635,5.165,-191.96,28.501,5.165,34.136
failed,28.579,62.631,3.611,-5.003,19.389,-11.23,6.075,3.112,87.301,38.5,7.583,-8.614,24.67,34.491,-63.212,87.301,47.419,92.304
alive,15063.0,7934.0,1928.0,5485.0,1245.0,1990.0,3977.0,49896.24,24780.0,46612.0,5475.0,3557.0,16846.0,12885.0,21121.0,24780.0,23893.0,19295.0
alive,2422.0,4645.0,598.0,1667.0,1084.0,382.0,938.0,6438.0754,6312.0,17131.0,6863.0,1069.0,1667.0,1797.0,-1478.0,6312.0,13893.0,4645.0
failed,80.822,4.716,4.2,-7.738,2.375,-23.754,3.784,198.2714,32.9,86.826,49.102,-11.938,28.184,7.437,-311.596,32.9,83.617,40.638
alive,3.31,0.317,0.271,0.321,0.0,0.073,0.34,12.995,2.067,10.736,0.0,0.05,1.75,1.172,6.611,2.067,1.612,1.746
failed,69.369,510.567,30.97,37.131,11.44,5.401,0.836,266.3983,585.755,533.533,0.0,6.161,75.188,49.154,246.08,585.755,49.154,548.624
failed,213.492,995.062,62.224,74.092,7.415,-6.301,114.266,22.132,1069.154,610.539,324.876,11.868,74.092,125.571,13.858,1069.154,551.398,995.062
failed,121.124,104.685,37.625,29.027,34.631,-66.811,34.163,27.2576,246.525,305.998,0.0,-8.598,141.84,639.863,-892.299,246.525,690.074,217.498
failed,312.667,803.6,77.531,130.761,13.852,-646.045,258.55,238.252,1029.353,1453.28,705.63,53.23,225.753,596.813,-793.364,1029.353,1611.589,898.592
alive,2.786,3.825,0.122,0.141,0.0,0.034,0.801,5.0304,5.591,6.1,0.016,0.019,1.766,0.557,-5.477,5.591,0.573,5.45
failed,186.589,502.471,20.818,29.561,128.555,-17.538,10.255,259.2675,720.082,328.772,55.59,8.743,217.611,86.055,97.922,720.082,146.005,690.521
failed,24.623,9.751,1.278,-3.126,1.33,-7.378,1.665,17.25,18.081,25.162,0.0,-4.404,8.33,4.305,-14.259,18.081,4.305,21.207
failed,793.0,617.0,88.0,1499.0,0.0,429.0,423.0,2577.7378,3189.0,1667.0,9020.0,1411.0,2572.0,588.0,175.0,3189.0,10267.0,1690.0
failed,127.054,751.06,4.017,90.545,6.368,25.698,30.19,146.3732,841.605,228.799,121.0,86.528,90.545,80.02,-67.151,841.605,210.181,751.06
alive,7573.0,10942.0,583.0,4029.0,1459.0,3499.0,3093.0,33360.8,15264.0,13135.0,2627.0,3446.0,4322.0,2411.0,8098.0,15264.0,6175.0,11235.0
failed,15.734,2.78,0.858,-12.458,0.576,-13.575,0.299,68.6407,3.681,18.142,2.532,-13.316,0.901,2.418,-137.429,3.681,6.782,16.139
alive,52.3,33.24,1.183,36.014,9.168,20.343,4.744,289.821,121.018,67.31,0.0,34.831,87.778,14.091,34.429,121.018,14.279,85.004
alive,22.309,17.402,6.951,9.622,2.376,0.142,6.575,183.3878,44.747,80.479,22.815,2.671,27.345,24.57,13.572,44.747,52.483,35.125
alive,5.776,6.934,0.004,-0.716,0.0,-0.532,0.955,2.3435,6.218,9.363,1.704,-0.72,-0.716,0.651,1.315,6.218,2.355,6.934
alive,3488.0,1322.9,329.8,2478.8,748.1,984.0,1522.5,54307.6902,6410.8,10904.5,9.5,2149.0,5087.9,3984.9,6325.0,6410.8,4473.4,3932.0
failed,2132.943,1586.002,392.913,1336.884,57.558,720.477,499.66,9448.6147,2986.508,7235.286,1496.066,943.971,1400.506,485.546,2705.411,2986.508,2658.892,1649.624
alive,8.068,19.582,0.97,0.461,0.827,-7.16,6.188,10.5675,29.044,25.044,2.145,-0.509,9.462,5.626,-5.917,29.044,10.718,28.583
alive,6880.5,6575.8,638.1,2898.7,1557.3,1888.7,1283.3,25898.1899,9974.1,18086.0,1009.6,2260.6,3398.3,1764.9,11929.8,9974.1,4643.1,7075.4
failed,377.714,1125.84,227.891,244.128,125.515,-27.101,159.859,328.1496,1477.96,1584.909,1022.794,16.237,352.12,379.274,-936.439,1477.96,2275.026,1233.832
alive,7.12,17.837,0.961,-2.846,3.066,-4.255,3.143,20.6162,24.45,9.53,0.029,-3.807,6.613,7.18,-20.011,24.45,7.351,27.296
failed,11.065,11.62,0.45,1.417,4.989,1.001,2.911,36.3456,21.541,13.043,0.0,0.967,9.921,1.89,-2.156,21.541,1.89,20.124
failed,23.717,33.429,2.7,-3.872,1.03,-105.294,16.116,53.6082,77.519,75.641,16.472,-6.572,44.09,23.702,-209.367,77.519,42.737,81.391
alive,12.572,36.025,0.113,-1.527,0.0,-4.32,11.189,9.8142,41.923,21.917,0.046,-1.64,5.898,16.129,-65.416,41.923,16.363,43.45
alive,326.164,128.908,11.879,165.418,0.0,117.507,86.648,4759.2519,472.595,592.363,2.49,153.539,343.687,224.166,222.89,472.595,244.879,307.177
alive,0.566,0.966,0.09,-0.732,0.074,-1.652,0.024,1.9415,1.729,2.082,2.77,-0.822,0.763,6.455,-20.444,1.729,10.286,2.461
failed,114.413,165.994,9.288,33.399,0.0,15.247,24.939,577.7225,245.185,221.971,3.28,24.111,79.191,20.354,84.511,245.185,25.376,211.786
alive,96.137,7.837,1.905,-0.76,0.091,-1.711,12.678,286.016,31.691,125.142,0.0,-2.665,23.854,6.121,-19.298,31.691,6.548,32.451
alive,0.304,0.728,0.143,0.317,0.205,0.074,0.065,4.7957,1.045,2.618,0.751,0.174,0.317,0.318,-2.337,1.045,1.069,0.728
alive,337.599,348.812,8.654,58.386,0.0,8.301,202.448,593.0782,407.198,800.07,144.707,49.732,58.386,304.772,-253.877,407.198,472.505,348.812
failed,5004.0,6773.0,494.0,537.0,948.0,-442.0,1716.0,1764.552,9416.0,9179.0,1252.0,43.0,2643.0,3462.0,5130.0,9416.0,8218.0,8879.0
failed,11.239,24.226,1.485,-5.128,5.889,-8.452,4.483,18.2284,31.456,16.914,2.249,-6.613,7.23,15.529,-66.757,31.456,18.229,36.584
failed,78.083,74.911,52.256,176.159,0.0,70.046,63.489,898.9695,276.182,1092.206,325.261,123.903,201.271,52.094,158.436,276.182,479.82,100.023
alive,20.427,95.625,13.24,40.458,0.458,14.017,14.098,259.7081,136.083,431.017,110.0,27.218,40.458,24.159,127.481,136.083,281.501,95.625
failed,160.685,109.665,37.365,41.67,33.647,-65.94,22.678,296.0575,290.273,1150.108,575.0,4.305,180.608,62.94,-60.215,290.273,708.036,248.603
failed,495.795,1132.399,107.764,326.876,81.675,173.72,77.678,1176.0179,1516.772,2351.323,719.434,219.112,384.373,314.75,385.352,1516.772,1420.301,1189.896
alive,15.621,3.003,1.118,-3.046,0.699,-4.25,2.704,62.6351,20.562,22.291,0.0,-4.164,17.559,2.54,-35.88,20.562,3.056,23.608
alive,4.922,8.612,6.889,2.476,0.442,-11.837,2.058,0.3269,18.863,11.439,0.541,-4.413,10.251,37.813,-46.75,18.863,38.354,16.387
alive,10.136,12.739,0.578,-0.932,4.723,-1.475,3.383,10.906,20.339,16.81,0.0,-1.51,7.6,3.341,0.889,20.339,10.555,21.271
alive,133.706,115.77,3.62,32.62,44.354,4.307,57.516,35.205,212.693,222.953,123.866,29.0,96.923,28.952,-21.826,212.693,163.029,180.073
failed,94.03,395.779,25.02,-35.39,29.054,-47.28,12.559,263.4013,517.644,237.337,0.0,-60.41,121.865,55.463,102.043,517.644,68.394,553.034
alive,14042.733,9041.16,1854.886,7378.431,2951.442,3606.314,4946.876,87027.4465,25914.238,39713.924,9487.789,5523.545,16873.078,9103.278,12887.572,25914.238,21935.384,18535.807
failed,10.414,12.317,0.321,-2.003,5.981,-1.669,1.362,2.9868,27.869,10.864,0.0,-2.324,15.552,3.98,-3.53,27.869,4.219,29.872
alive,14293.0,3679.0,1061.0,5943.0,765.0,4260.0,993.0,81747.03,14556.0,36422.0,170.0,4882.0,10877.0,5289.0,16557.0,14556.0,9450.0,8613.0
alive,1139.3,1102.758,195.414,178.39,399.795,3.956,93.384,786.6704,3326.74,2295.757,309.389,-17.024,2223.982,486.0,2353.401,3326.74,1043.718,3148.35
failed,151.94,358.5,12.388,27.851,34.231,-12.838,3.66,618.9843,564.324,208.167,2.739,15.463,205.824,61.986,-170.588,564.324,89.203,536.473
failed,58.079,193.885,10.058,35.043,17.556,9.242,30.987,107.394,254.055,170.666,80.888,24.985,60.17,33.411,36.635,254.055,124.652,219.012
failed,65.978,154.223,2.536,5.136,57.488,0.705,6.816,25.186,179.974,86.6,18.418,2.6,25.751,47.83,-2.092,179.974,66.308,174.838
alive,2374.627,6166.006,993.48,2486.354,102.292,1941.923,583.096,18907.9556,10773.904,29159.178,12751.052,1492.874,4607.898,3092.382,2249.28,10773.904,17432.685,8287.55
alive,2.427,1.769,0.041,-1.287,1.654,-0.958,0.441,1.4519,3.841,2.555,0.0,-1.328,2.072,0.783,-9.3,3.841,0.783,5.128
failed,338.626,1393.588,463.655,-523.659,5.148,-1222.662,324.95,1604.7178,996.418,5356.491,3183.823,-987.314,-397.17,664.382,-1506.217,996.418,3908.881,1520.077
failed,706.381,726.433,54.14,184.098,176.239,103.992,215.915,1284.0011,1012.764,1977.355,599.677,129.958,286.331,164.959,558.258,1012.764,1005.344,828.666
alive,22.289,68.714,3.624,6.642,9.063,1.425,11.232,34.71,82.127,58.944,3.189,3.018,13.413,15.597,13.453,82.127,20.89,75.485
failed,23.345,25.682,0.418,-15.434,10.736,-21.226,7.508,262.5012,26.157,29.636,54.211,-15.852,0.475,9.456,-560.792,26.157,88.211,41.591
failed,94.692,81.419,1.551,-11.455,3.19,-35.651,4.284,84.5796,105.766,118.524,0.0,-13.006,24.347,20.89,52.289,105.766,27.228,117.221
failed,328.151,157.299,225.8,399.68,3.6,98.821,64.392,1262.6542,602.341,2212.469,719.775,173.88,445.042,211.794,281.473,602.341,1215.96,202.661
alive,8.738,16.807,1.781,-1.182,0.887,-3.303,5.61,48.6512,34.371,13.651,1.348,-2.963,17.564,9.168,-21.459,34.371,10.516,35.553
alive,43.761,124.7,14.8,41.178,2.54,8.34,29.373,381.0714,327.774,246.183,15.174,26.378,203.074,61.713,32.938,327.774,83.716,286.596
alive,114.138,97.458,23.979,-76.774,2.286,-245.928,11.327,223.4547,137.855,171.696,2.67,-100.753,40.397,53.817,-773.026,137.855,58.46,214.629
alive,276.106,375.412,12.795,40.46,30.386,20.842,141.516,307.257,501.679,341.347,50.0,27.665,126.267,94.894,214.601,501.679,150.452,461.219
alive,394.9,406.0,53.8,106.6,125.6,68.3,137.7,1311.9381,730.6,1549.8,204.9,52.8,324.6,151.6,-391.9,730.6,417.7,624.0
failed,1436.024,1593.823,232.679,505.948,642.114,143.352,561.356,4727.304,2591.408,5000.212,1379.611,273.269,997.585,782.342,426.106,2591.408,2292.144,2085.46
failed,3510.0,6864.0,531.0,122.0,230.0,-798.0,663.0,629.772,9489.0,13289.0,7189.0,-409.0,2625.0,4272.0,-2663.0,9489.0,15325.0,9367.0
failed,3.721,2.432,0.26,-5.506,0.0,-7.201,0.402,4.0701,3.514,4.111,0.0,-5.766,1.082,0.769,-4.252,3.514,0.794,9.02
failed,273.731,611.85,61.811,15.599,135.376,-25.963,30.886,257.3673,1024.221,628.627,13.316,-46.212,412.371,180.742,165.662,1024.221,346.131,1008.622
failed,9.525,8.923,0.251,0.691,6.303,0.116,2.205,1.7614,11.24,18.912,4.415,0.44,2.317,6.041,-0.56,11.24,10.456,10.549
failed,3.631,29.141,3.832,-4.419,0.075,-10.552,2.667,30.9316,41.344,23.363,0.123,-8.251,12.203,12.976,-51.914,41.344,13.227,45.763
alive,305.473,482.877,39.074,65.247,37.484,17.149,121.98,816.2589,618.183,536.543,0.02,26.173,135.306,70.734,97.95,618.183,86.203,552.936
alive,61.978,82.772,2.019,15.763,18.444,8.651,19.528,73.9815,133.512,71.694,0.0,13.744,50.74,15.575,60.985,133.512,16.791,117.749
failed,99.322,40.408,161.493,58.727,0.0,-42.552,37.896,285.125,127.847,1886.7,724.009,-102.766,87.439,107.807,-8.652,127.847,906.274,69.12
failed,12.806,13.694,0.495,-10.54,0.0,-10.769,1.593,111.7323,3.154,13.934,0.006,-11.035,-10.54,2.895,-62.343,3.154,2.901,13.694
alive,181.3,110.155,11.52,-84.893,0.0,-93.828,0.0,409.8151,25.262,236.307,14.179,-96.413,-84.893,33.786,-271.592,25.262,61.325,110.155
failed,273.125,208.847,271.641,536.603,0.0,116.929,133.761,105.6351,794.183,2475.793,1735.15,264.962,585.336,251.476,-414.147,794.183,2009.931,257.58
failed,605.153,900.569,41.047,199.86,275.433,100.209,6.205,1865.5375,1572.68,862.672,25.356,158.813,672.111,208.396,425.208,1572.68,277.016,1372.82
failed,2.488,50.913,1.702,0.681,0.458,-3.019,0.976,1.7816,57.529,14.847,1.633,-1.021,6.616,10.068,-12.811,57.529,12.944,56.848
alive,33.436,68.241,2.915,6.07,11.059,1.871,18.811,33.8993,92.572,55.623,0.0,3.155,24.331,15.213,35.891,92.572,16.614,86.502
failed,10.92,2.091,0.374,-11.551,1.828,-11.678,0.431,173.7323,2.18,13.294,0.091,-11.925,0.089,0.836,-16.623,2.18,0.927,13.731
failed,0.539,1.316,0.156,0.281,0.022,0.015,0.407,14.065,1.899,5.022,0.922,0.125,0.583,0.784,-0.389,1.899,1.706,1.618
alive,574.622,1504.633,70.555,175.736,248.705,69.246,163.76,1100.8908,1810.342,1561.504,398.878,105.181,305.709,279.731,764.598,1810.342,912.395,1634.606
failed,8.821,3.149,0.418,-1.381,0.0,5.304,2.241,143.6246,3.803,28.61,0.978,-1.799,0.654,6.375,-1.342,3.803,9.334,5.184
failed,2767.0,5872.0,726.0,573.0,713.0,-2234.0,816.0,25.004,6771.0,8072.0,5015.0,-153.0,899.0,2385.0,-3222.0,6771.0,8412.0,6198.0
failed,13.191,9.453,6.878,-17.66,3.882,-31.34,2.313,5.6342,15.107,28.358,0.0,-24.538,5.654,9.033,-41.494,15.107,9.033,32.767
failed,1003.7,2875.9,1386.4,1969.8,63.7,-39.5,635.5,4967.896,5829.5,12713.4,7957.7,583.4,2953.6,2043.0,12.1,5829.5,12488.6,3859.7
failed,61.843,145.557,22.777,38.388,2.665,17.416,28.065,141.9404,197.11,440.655,130.523,15.611,51.553,38.654,115.036,197.11,229.399,158.722
failed,132.897,743.823,85.251,111.296,25.611,-78.826,33.627,722.1873,1219.753,1126.782,280.0,26.045,475.93,183.989,-87.335,1219.753,585.556,1108.457
failed,55.359,0.0,1.588,-36.9,1.612,-36.805,0.117,219.073,0.582,59.209,10.786,-38.488,0.582,4.672,-94.054,0.582,15.77,37.482
failed,0.324,2.689,0.238,-2.341,0.0,-2.579,0.249,44.304,1.642,2.317,0.599,-2.579,-1.047,2.493,-6.586,1.642,3.092,3.983
alive,71.688,40.331,2.93,-2.248,0.223,-16.487,2.02,280.2992,38.083,88.046,0.0,-5.178,-2.248,21.276,-363.37,38.083,22.214,40.331
alive,4143.5,22284.7,109.9,1696.9,313.0,827.6,2521.2,23766.1049,24758.4,11931.2,2492.5,1587.0,2473.7,5456.8,4202.7,24758.4,8379.4,23061.5
failed,302.565,327.975,36.015,235.165,132.016,130.136,112.014,2849.663,625.705,740.865,0.0,199.15,297.73,79.066,573.388,625.705,110.707,390.54
failed,2.797,0.023,0.941,1.013,0.002,-2.734,1.891,0.412,4.335,30.758,14.925,0.072,4.312,2.763,-21.436,4.335,24.776,3.322
alive,2.249,3.188,0.22,-4.117,0.0,-6.805,0.324,18.5866,4.992,3.736,0.0,-4.337,1.804,0.727,-98.757,4.992,1.043,9.109
alive,1.615,0.059,0.018,-3.093,0.0,-3.345,0.008,71.792,0.038,1.956,0.0,-3.111,-0.021,0.188,-3.819,0.038,0.188,3.131
alive,78.323,3.844,1.095,-37.645,1.828,-54.218,3.141,620.0878,38.944,89.311,4.173,-38.74,35.1,29.201,-205.531,38.944,34.915,76.589
alive,9.983,24.52,0.565,1.57,7.169,0.649,1.876,4.9454,32.687,14.575,2.114,1.005,8.167,2.827,-0.4,32.687,4.948,31.117
alive,62.763,70.381,4.649,17.497,33.324,3.917,21.271,538.6416,121.42,148.768,7.057,12.848,51.039,17.918,-2.325,121.42,25.971,103.923
alive,26.815,369.989,56.533,83.816,0.224,-5.668,4.295,52.665,485.392,467.466,316.513,27.283,115.403,73.436,14.316,485.392,475.699,401.576
alive,184.843,263.902,12.523,55.381,50.725,32.51,78.654,267.8513,406.176,349.341,80.0,42.858,142.274,96.952,-1.62,406.176,188.764,350.795
alive,89.538,92.282,14.464,-4.073,18.348,-13.107,26.83,293.7784,127.603,206.287,94.709,-18.537,35.321,36.015,-315.971,127.603,130.724,131.676
failed,178.726,124.864,7.2,-90.532,5.811,-112.487,30.835,1728.9258,150.078,248.263,82.331,-97.732,25.214,42.004,-303.538,150.078,132.818,240.61
alive,3311.8,22899.4,937.7,3569.2,2576.8,1253.9,391.4,20378.175,34301.0,17462.6,6712.3,2631.5,11401.6,3882.6,5036.4,34301.0,11573.0,30731.8
alive,606.197,1520.173,14.439,167.263,210.723,95.456,245.119,1022.1493,2089.456,798.771,25.0,152.824,569.283,197.011,549.941,2089.456,296.696,1922.193
alive,5121.0,11684.0,540.0,2464.0,1181.0,1450.0,3017.0,23850.7718,15165.0,11973.0,3956.0,1924.0,3481.0,3927.0,594.0,15165.0,9240.0,12701.0
alive,16.946,52.327,4.649,4.917,13.15,-0.063,3.15,9.8594,68.779,47.004,34.972,0.268,16.452,14.342,-81.1,68.779,49.314,63.862
failed,100.505,217.513,18.757,16.317,43.533,-2.042,40.708,94.5621,289.145,266.505,0.0,-2.44,71.632,66.055,77.736,289.145,100.013,272.828
alive,64.577,56.667,26.904,51.598,4.074,39.061,21.996,362.4187,133.263,336.707,7.5,24.694,76.596,28.136,287.334,133.263,39.731,81.665
failed,931.668,1794.156,45.24,165.997,432.814,61.436,349.202,1109.0864,2386.774,1582.224,301.6,120.757,592.618,213.485,778.643,2386.774,678.272,2220.777
failed,44.493,204.291,8.672,5.312,21.901,-16.721,18.989,4.8411,236.17,106.517,73.87,-3.36,31.879,45.968,-41.873,236.17,120.118,230.858
alive,25.433,39.756,1.358,-2.873,0.0,-4.416,11.428,10.7829,63.088,35.287,0.0,-4.231,23.332,6.639,-145.887,63.088,7.466,65.961
alive,11.682,15.191,0.188,9.117,0.0,4.82,2.402,55.4506,24.308,74.734,15.027,8.929,9.117,12.469,19.839,24.308,44.947,15.191
alive,23.684,49.213,5.485,11.188,3.335,4.157,15.218,32.4841,74.95,75.25,20.739,5.703,25.737,15.949,-21.2,74.95,45.834,63.762
failed,8.861,8.836,0.445,-8.045,0.0,-9.309,0.036,20.8773,0.791,10.556,8.207,-8.49,-8.045,0.844,-363.133,0.791,9.867,8.836
alive,160.543,223.209,17.817,75.489,0.0,34.802,20.532,894.4286,441.088,298.696,0.0,57.672,217.879,59.839,152.81,441.088,110.322,365.599
alive,67.758,278.316,7.659,28.763,0.0,12.172,60.044,183.7427,333.095,163.868,10.0,21.104,54.779,44.73,38.049,333.095,57.308,304.332
alive,44.684,228.526,20.688,50.216,2.447,30.118,25.875,89.5399,291.108,353.253,131.441,29.528,62.582,31.096,79.141,291.108,206.171,240.892
failed,44.018,44.855,10.767,12.263,0.0,49.815,27.022,853.7795,76.739,295.981,283.904,1.496,31.884,44.584,-31.2,76.739,407.294,64.476
alive,267.3,900.198,67.102,77.247,90.431,5.045,113.099,1564.4475,1619.98,1562.646,247.847,10.145,719.782,182.367,164.135,1619.98,1060.186,1542.733
failed,1666.6,2333.6,92.0,575.7,766.5,298.5,182.4,4987.0954,4649.3,2243.9,541.3,483.7,2315.7,858.1,1210.3,4649.3,1474.6,4073.6
alive,0.093,0.03,0.028,-0.062,0.019,-0.055,0.007,23.9097,0.043,0.782,0.0,-0.09,0.013,0.515,-0.209,0.043,0.515,0.105
failed,351.73,3880.258,22.275,56.651,27.616,21.61,246.027,288.933,3945.969,448.082,0.0,34.376,65.711,272.169,142.57,3945.969,293.397,3889.318
failed,2.309,2.599,0.157,-17.005,0.0,-27.139,0.182,78.4318,0.433,9.673,0.269,-17.162,-2.166,3.407,-72.368,0.433,3.676,17.438
failed,532.65,896.883,32.422,139.514,437.258,64.937,31.508,1106.6299,1572.576,821.557,0.0,107.092,675.693,305.956,230.475,1572.576,362.563,1433.062
failed,6.017,2.122,0.017,-1.33,0.0,-1.289,0.512,40.5669,2.269,6.375,0.008,-1.347,0.147,0.352,-3.353,2.269,0.36,3.599
failed,799.5,2036.0,427.5,534.8,242.2,-75.9,185.8,1465.625,4960.1,8548.9,1136.5,107.3,2924.1,1123.2,-159.7,4960.1,2540.5,4425.3
failed,4533.0,6851.0,394.0,593.0,743.0,222.0,1374.0,2727.3055,7964.0,9617.0,2605.0,199.0,1113.0,2965.0,1730.0,7964.0,7471.0,7371.0
failed,2.089,53.235,2.047,2.987,0.548,0.716,0.493,27.556,58.648,34.168,6.694,0.94,5.413,7.002,1.684,58.648,14.99,55.661
failed,54.121,198.547,12.297,23.166,16.112,0.723,28.925,23.9518,247.814,169.603,63.702,10.869,49.267,46.777,37.222,247.814,122.54,224.648
alive,704.385,866.883,179.981,305.042,350.235,-38.017,243.672,1439.601,1354.123,2862.996,1473.559,125.061,487.24,352.691,-170.874,1354.123,1941.341,1049.081
alive,0.045,0.551,0.009,-0.051,0.0,1.968,0.0,2.4221,0.5,0.08,0.0,-0.06,-0.051,5.483,-107.007,0.5,6.159,0.551
alive,211.049,32.577,12.834,-12.35,0.0,-215.722,33.159,76.6668,172.027,252.982,159.3,-25.184,139.45,73.783,-541.401,172.027,261.538,184.377
alive,111.175,235.278,21.337,19.958,41.133,-5.926,51.498,54.8813,313.993,233.868,58.357,-1.379,78.715,64.215,10.311,313.993,130.655,294.035
alive,185.549,2.884,5.598,-2.549,0.0,-21.694,21.256,10855.15,36.907,352.571,0.0,-8.147,34.023,20.944,-36.684,36.907,20.944,39.456
alive,51.755,69.279,15.533,8.62,0.0,-5.405,13.304,146.9278,151.01,104.964,0.0,-6.913,81.731,41.975,-42.977,151.01,43.808,142.39
failed,159.101,43.908,1.141,6.318,0.0,5.069,34.508,205.1781,86.662,183.938,0.0,5.177,42.754,29.525,125.083,86.662,30.541,80.344
alive,1.857,1.86,0.411,0.074,0.437,-0.311,0.894,12.852,8.457,7.106,4.404,-0.337,6.597,0.874,-0.066,8.457,5.532,8.383
alive,488.326,87.506,187.513,117.798,0.0,-50.484,36.607,2520.6944,266.057,2514.192,555.924,-69.715,178.551,228.497,10.868,266.057,927.551,148.259
alive,495.828,2468.994,59.894,125.941,56.297,24.632,292.546,387.8493,2654.171,1065.995,384.525,66.047,185.177,330.005,-159.307,2654.171,789.154,2528.23
failed,155.141,568.454,33.637,-4.382,90.681,-52.074,0.0,134.8241,803.071,313.812,79.57,-38.019,234.617,113.634,43.582,803.071,249.452,807.453
alive,0.462,0.586,0.0,-0.371,0.0,-0.391,0.0,527.9367,0.215,7.825,0.0,-0.371,-0.371,0.043,-2.539,0.215,0.043,0.586
failed,1319.2,1937.3,926.2,891.8,343.9,-73.8,113.1,720.36,5517.4,2733.6,703.0,-34.4,3580.1,1288.5,-4871.4,5517.4,2077.9,4625.6
alive,1058.126,3494.959,84.325,111.436,682.747,11.594,194.698,1261.8363,3924.79,2232.849,397.065,27.111,429.831,799.776,596.738,3924.79,1442.152,3813.354
alive,2009.695,3515.018,108.885,617.401,258.495,262.612,1029.155,1661.077,4595.424,4541.746,1272.002,508.516,1080.406,919.78,1331.113,4595.424,3304.995,3978.023
failed,447.266,590.743,42.256,116.249,147.86,57.809,160.405,722.5965,768.94,1176.413,247.662,73.993,178.197,163.929,378.701,768.94,634.409,652.691
alive,28.714,23.022,0.237,-17.228,0.0,-15.734,0.029,31.8422,5.794,37.764,0.0,-17.465,-17.228,4.872,-84.6,5.794,7.521,23.022
failed,402.718,1733.303,91.024,93.502,71.901,-33.37,182.06,476.5005,3467.562,1673.797,10.362,2.478,1734.259,976.809,360.274,3467.562,1412.089,3374.06
failed,24.229,27.02,6.903,-28.591,13.639,-54.306,5.561,6.5432,33.023,35.723,24.488,-35.494,6.003,26.585,-349.106,33.023,51.073,61.614
failed,551.01,1941.034,43.144,250.145,233.681,112.246,125.389,998.0666,2304.262,925.689,143.714,207.001,363.228,226.709,50.981,2304.262,474.961,2054.117
failed,21.487,27.625,0.346,15.237,0.0,11.506,12.758,164.4925,59.478,23.466,0.0,14.891,31.853,4.7,10.511,59.478,4.803,44.241
failed,38.441,7.559,1.091,-14.992,1.51,-14.265,0.164,40.6014,11.84,43.387,0.0,-16.083,4.281,2.462,-50.23,11.84,2.462,26.832
alive,318.502,175.56,23.475,70.959,52.564,47.89,7.704,1984.6125,387.393,555.338,0.0,47.484,211.833,59.853,315.202,387.393,67.233,316.434
failed,352.607,905.029,69.2,129.613,0.0,-10.245,138.751,246.1644,1605.472,1064.513,144.884,60.413,700.443,282.758,369.849,1605.472,499.598,1475.859
alive,19304.9,3916.8,1414.5,7853.6,2283.3,7808.4,3778.9,64073.776,23850.3,47195.7,3943.3,6439.1,19933.5,14318.7,41144.9,23850.3,26028.6,15996.7
alive,0.334,0.171,0.083,-0.631,0.0,-2.455,0.163,0.6235,0.629,1.096,0.0,-0.714,0.458,16.343,-38.334,0.629,16.38,1.26
failed,151.433,129.454,222.581,279.441,4.868,-698.044,26.573,5.6666,540.358,1413.544,0.0,56.86,410.904,1968.422,-1990.879,540.358,1978.973,260.917
alive,331.051,379.729,16.514,64.798,79.233,20.277,69.107,1030.2937,547.705,500.256,116.57,48.284,167.976,80.094,466.798,547.705,223.39,482.907
failed,108.032,29.885,4.023,-5.659,0.0,-9.96,1.625,306.8156,24.226,246.911,32.369,-9.682,-5.659,45.732,-76.823,24.226,78.101,29.885
failed,281.743,285.259,13.812,82.62,183.512,5.511,84.386,349.2808,495.917,449.238,98.495,68.808,210.658,136.606,52.84,495.917,315.931,413.297
alive,30.263,49.898,4.242,10.354,0.0,3.22,17.166,84.7689,88.337,65.309,1.725,6.112,38.439,25.809,14.412,88.337,33.807,77.983
alive,1323.599,3505.997,163.708,582.039,468.433,188.794,586.447,2231.208,4666.031,3104.249,738.767,418.331,1160.034,1163.74,944.364,4666.031,3062.11,4083.992
alive,2.136,3.001,0.269,-1.441,0.0,-2.09,1.297,12.3292,5.07,5.202,5.171,-1.71,2.069,7.423,-57.689,5.07,12.594,6.511
failed,678.289,956.699,136.137,603.935,6.627,317.665,284.273,1132.4221,1704.697,3890.061,1396.135,467.798,747.998,194.938,2296.548,1704.697,2065.428,1100.762
alive,157.269,600.547,4.979,34.197,60.914,17.794,82.178,172.8603,752.565,194.3,2.458,29.218,152.018,80.717,100.667,752.565,91.497,718.368
alive,2285.6,5089.6,509.7,1576.6,552.9,440.7,889.4,6164.8375,6666.2,16988.0,4836.5,1066.9,1576.6,3602.2,874.0,6666.2,12119.8,5089.6
